latitude,longitude,area_in_meters,confidence,full_plus_code,zone_id
-33.39916184,-70.55887199,10.6037,0.7307,47RFJC2R+8FJC,Z2
-33.39894113,-70.56993558,2521.5044,0.9123,47RFJC2J+C2G6,Z2
-33.41800164,-70.56684492,12.1971,0.7084,47RFHCJM+Q7RX,Z2
-33.41465726,-70.5666762,147.7663,0.8901,47RFHCPM+48PM,Z2
-33.41212603,-70.56280053,82.1378,0.847,47RFHCQP+4VWV,Z2
-33.39902647,-70.57176342,84.3147,0.7477,47RFJC2H+97QW,Z2
-33.40109066,-70.59261987,26.8208,0.6661,47RFHCX4+HX66,Z2
-33.39024586,-70.56330802,101.4748,0.9027,47RFJC5P+WM42,Z2
-33.41484562,-70.56020274,22.5768,0.7301,47RFHCPQ+3W74,Z2
-33.39142612,-70.55788831,70.362,0.7098,47RFJC5R+CRHW,Z2
-33.4125757,-70.5921382,394.72,0.8163,47RFHCP5+X49W,Z2
-33.40905079,-70.55683849,203.6822,0.8802,47RFHCRV+97FR,Z2
-33.41770214,-70.55119607,143.3147,0.8837,47RFHCJX+WG7W,Z2
-33.41017672,-70.55860203,40.7918,0.8526,47RFHCQR+WHCW,Z2
-33.40239295,-70.5780897,29.2397,0.6642,47RFHCXC+2QV6,Z2
-33.39212277,-70.5637551,38.935,0.6518,47RFJC5P+5F55,Z2
-33.39828992,-70.59441776,383.5465,0.8482,47RFJC24+M6PG,Z2
-33.39860288,-70.56307707,12.3485,0.6548,47RFJC2P+HQ3W,Z2
-33.40278779,-70.57859389,42.4075,0.6833,47RFHCWC+VHJH,Z2
-33.41604398,-70.57322321,84.4061,0.8565,47RFHCMG+HPJ9,Z2
-33.39969006,-70.56133184,80.3178,0.7746,47RFJC2Q+4FF7,Z2
-33.39222806,-70.59142172,12.7215,0.6753,47RFJC55+4C4W,Z2
-33.41818288,-70.56621499,34.5227,0.7273,47RFHCJM+PGFJ,Z2
-33.39235178,-70.56645959,21.3704,0.6974,47RFJC5M+3C3V,Z2
-33.40303374,-70.59186855,17.4751,0.7128,47RFHCW5+Q7JJ,Z2
-33.39789318,-70.55802095,155.3781,0.7594,47RFJC2R+RQX7,Z2
-33.41575335,-70.55420915,12.0902,0.6885,47RFHCMW+M8VV,Z2
-33.41742458,-70.59317271,200.8934,0.7948,47RFHCM4+2PP3,Z2
-33.39563402,-70.57139311,58.2644,0.727,47RFJC3H+PCXM,Z2
-33.40257592,-70.58975381,11.1313,0.7007,47RFHCW6+X39X,Z2
-33.39072798,-70.58198805,88.248,0.6671,47RFJC59+P62V,Z2
-33.39827711,-70.57573194,226.4711,0.8192,47RFJC2F+MPJW,Z2
